,Age,Height(cm),Weight(kg),Gender,Physical Activity,Calories
3552,28,152,119,0,0,2703
3553,59,200,113,1,1,2552
3554,60,145,54,1,1,1562
3555,45,198,63,1,0,1738
3556,50,170,75,1,2,2249
3557,49,213,98,1,1,2477
3558,46,154,38,1,3,1857
3559,18,172,77,0,4,3502
3560,22,144,97,0,1,2686
3561,27,201,112,1,2,3083
3562,21,198,44,0,0,1810
3563,24,177,69,1,4,2907
3564,30,209,96,0,4,4193
3565,22,174,87,1,0,2035
3566,58,204,79,0,1,2470
3567,19,166,45,0,3,2380
3568,57,207,71,1,1,2060
3569,57,192,72,0,1,2269
3570,35,187,47,1,0,1571
3571,44,173,120,0,4,4325
3572,35,173,80,0,2,2777
3573,33,161,93,0,2,2975
3574,44,150,49,1,1,1615
3575,27,201,64,0,0,2108
3576,48,176,89,1,2,2492
3577,24,154,42,0,4,2382
3578,25,177,104,0,0,2626
3579,36,139,118,1,4,3445
3580,36,151,44,1,1,1603
3581,59,158,109,1,2,2618
3582,31,145,66,1,0,1647
3583,50,137,54,0,4,2252
3584,25,189,94,1,1,2466
3585,49,202,77,1,3,2713
3586,37,148,56,0,3,2309
3587,50,157,98,0,1,2572
3588,45,154,62,1,3,2247
3589,38,178,45,1,0,1500
3590,50,144,91,1,4,2885
3591,26,134,104,0,0,2372
3592,39,166,119,1,0,2272
3593,22,174,109,1,3,3276
3594,36,143,102,1,0,2013
3595,60,171,113,1,4,3348
3596,29,170,97,1,4,3316
3597,23,172,79,0,2,2854
3598,40,177,69,0,0,1962
3599,18,200,90,1,1,2504
3600,49,138,74,1,0,1616
3601,46,161,84,0,2,2674
3602,60,141,120,0,3,3505
3603,52,168,45,1,3,1999
3604,52,202,72,0,3,2979
3605,50,183,97,0,1,2725
3606,20,167,67,1,2,2321
3607,54,204,46,1,2,1970
3608,53,179,48,1,2,1885
3609,26,213,46,1,4,2698
3610,39,191,114,0,4,4390
3611,47,142,106,0,2,2980
3612,26,198,65,1,2,2401
3613,37,195,97,1,4,3398
3614,55,188,101,0,0,2437
3615,18,179,63,0,4,3209
3616,45,186,78,0,1,2434
3617,25,212,103,1,4,3702
3618,33,144,51,1,1,1680
3619,38,171,86,0,0,2214
3620,58,201,95,0,3,3443
3621,50,188,48,1,3,2168
3622,27,199,65,1,4,2941
3623,22,172,113,0,3,3972
3624,32,206,94,0,2,3339
3625,51,200,108,0,0,2646
3626,37,154,57,0,4,2623
3627,29,207,85,0,4,3906
3628,57,183,58,1,4,2477
3629,33,166,111,1,0,2214
3630,22,143,67,0,2,2398
3631,43,173,99,1,2,2654
3632,18,153,48,0,2,2113
3633,48,161,105,1,1,2350
3634,51,204,97,0,1,2856
3635,32,176,50,0,3,2451
3636,42,174,119,1,2,2953
3637,48,140,73,1,0,1618
3638,53,145,75,1,0,1633
3639,34,136,43,1,4,2126
3640,47,138,69,1,1,1800
3641,56,144,74,0,2,2251
3642,35,146,81,0,1,2303
3643,57,182,56,1,4,2436
3644,54,151,115,1,1,2399
3645,49,192,74,0,2,2670
3646,51,210,35,1,3,2071
3647,51,199,119,0,4,4461
3648,59,185,110,0,1,2907
3649,56,177,54,0,0,1611
3650,55,147,104,1,0,1951
3651,45,207,116,1,1,2704
3652,37,208,79,0,3,3337
3653,33,202,71,1,4,3015
3654,36,207,37,1,1,1753
3655,22,178,79,1,0,1961
3656,42,142,41,0,3,1864
3657,20,135,117,0,1,3011
3658,49,173,82,1,4,2906
3659,45,141,94,0,2,2741
3660,35,161,99,0,2,3082
3661,47,142,89,1,4,2863
3662,38,201,87,0,4,3805
3663,46,189,102,0,1,2888
3664,36,177,53,1,3,2294
3665,48,145,75,1,4,2626
3666,57,196,53,0,1,1946
3667,24,173,66,0,4,3166
3668,50,148,82,0,1,2218
3669,59,197,39,1,1,1599
3670,54,139,82,0,3,2669
3671,39,209,120,0,3,4273
3672,52,145,54,0,3,2091
3673,23,154,86,1,0,1944
3674,28,164,60,0,1,2090
3675,60,159,110,1,4,3225
3676,25,204,81,1,0,2064
3677,21,184,63,0,3,2925
3678,44,162,66,1,1,1882
3679,42,150,66,1,1,1843
3680,50,153,54,0,3,2177
3681,21,204,97,1,1,2592
3682,56,169,107,0,3,3475
3683,57,205,90,1,3,2877
3684,46,208,93,1,2,2716
3685,44,157,46,1,2,1811
3686,49,142,86,1,2,2279
3687,21,146,93,0,1,2634
3688,22,165,85,0,2,2935
3689,49,162,90,0,1,2465
3690,29,163,60,1,4,2625
3691,26,138,62,1,4,2538
3692,39,205,68,0,2,2730
3693,52,154,43,1,2,1700
3694,44,187,60,1,2,2156
3695,24,201,108,0,4,4490
3696,47,135,77,1,1,1889
3697,25,178,64,0,1,2279
3698,45,167,59,0,3,2457
3699,53,166,45,0,3,2047
3700,52,138,100,1,1,2165
3701,55,213,95,0,1,2847
3702,43,183,91,0,2,3009
3703,36,151,80,1,1,2061
3704,19,182,109,1,1,2663
3705,23,197,114,0,1,3341
3706,51,180,52,0,4,2582
3707,37,201,119,1,2,3116
3708,18,205,114,0,3,4307
3709,50,166,67,0,1,2060
3710,32,213,119,1,0,2483
3711,23,156,58,0,3,2558
3712,47,138,117,0,2,3179
3713,21,157,116,0,4,4325
3714,53,182,97,1,4,3189
3715,37,203,118,0,2,3771
3716,41,203,41,1,4,2428
3717,42,151,53,0,1,1766
3718,56,172,44,1,4,2175
3719,57,140,83,1,3,2418
3720,45,210,72,0,4,3430
3721,23,165,52,1,3,2311
3722,46,205,116,0,0,2838
3723,19,191,68,1,1,2180
3724,47,200,73,1,1,2115
3725,51,192,118,0,4,4372
3726,57,212,117,1,2,3006
3727,18,152,101,0,3,3568
3728,21,212,44,1,1,1952
3729,47,171,71,0,4,3027
3730,38,152,87,0,2,2739
3731,33,178,61,0,1,2162
3732,24,165,63,1,4,2731
3733,19,180,92,0,3,3582
3734,49,158,73,1,1,1924
3735,31,181,108,0,3,3843
3736,47,168,39,0,1,1581
3737,52,154,55,1,4,2295
3738,33,183,54,0,2,2329
3739,48,186,58,1,3,2332
3740,19,211,36,0,3,2545
3741,26,198,39,1,1,1799
3742,47,142,49,0,0,1391
3743,38,157,78,0,0,2005
3744,33,186,35,1,4,2288
3745,38,193,85,0,1,2664
3746,37,189,39,0,0,1569
3747,32,172,59,1,0,1664
3748,38,182,44,0,2,2070
3749,49,177,48,1,4,2332
3750,50,157,54,0,3,2210
3751,50,157,93,0,0,2164
3752,39,149,99,0,0,2289
3753,41,161,105,1,0,2087
3754,39,188,78,0,2,2811
3755,45,207,57,1,4,2700
3756,29,160,93,0,2,3003
3757,52,192,76,0,1,2382
3758,44,160,85,1,1,2115
3759,35,182,117,1,3,3349
3760,40,161,88,0,1,2492
3761,53,190,92,0,0,2318
3762,43,205,47,0,3,2514
3763,47,197,37,0,2,1957
3764,31,194,104,0,4,4249
3765,37,149,38,1,3,1898
3766,21,175,96,1,0,2143
3767,26,208,99,0,4,4303
3768,31,135,78,0,2,2488
3769,21,201,79,0,0,2390
3770,32,165,114,1,0,2249
3771,23,192,82,1,3,2934
3772,40,174,110,1,0,2196
3773,23,187,100,0,1,3017
3774,55,146,90,1,4,2838
3775,41,170,36,0,0,1384
3776,59,151,109,1,4,3168
3777,60,148,95,0,4,3288
3778,59,152,107,0,4,3641
3779,55,154,57,0,3,2205
3780,34,181,104,0,0,2588
3781,56,149,58,1,3,2075
3782,43,202,45,1,1,1792
3783,29,144,90,0,3,3140
3784,26,212,72,1,3,2859
3785,53,161,83,0,3,2884
3786,53,156,97,1,2,2477
3787,19,203,52,0,3,2848
3788,22,199,52,0,1,2220
3789,58,163,55,0,0,1533
3790,31,167,40,1,3,2071
3791,54,183,111,0,0,2576
3792,19,142,101,0,2,3123
3793,43,182,47,0,1,1852
3794,50,164,71,0,2,2391
3795,52,162,67,1,1,1847
3796,22,140,72,1,1,1996
3797,32,202,107,1,3,3319
3798,47,178,109,1,1,2479
3799,27,192,59,1,1,2022
3800,57,156,118,1,3,3062
3801,33,200,69,0,1,2454
3802,53,172,114,1,4,3429
3803,52,155,63,0,1,1898
3804,33,153,84,0,0,2112
3805,53,202,35,0,1,1685
3806,32,201,45,1,1,1853
3807,41,159,48,1,1,1658
3808,19,193,36,0,2,2152
3809,24,197,36,0,2,2138
3810,38,154,104,1,0,2066
3811,37,149,37,0,2,1688
3812,20,196,91,1,1,2488
3813,18,193,44,0,0,1802
3814,25,150,61,1,2,2120
3815,48,161,90,0,2,2781
3816,51,171,94,1,0,1950
3817,28,192,57,0,3,2784
3818,47,162,85,1,2,2374
3819,57,198,48,1,4,2390
3820,42,180,93,0,0,2351
3821,22,141,117,0,1,3035
3822,18,169,82,0,2,2938
3823,20,184,85,1,3,2961
3824,58,180,70,1,1,1926
3825,48,212,98,0,3,3702
3826,43,143,58,1,4,2357
3827,50,142,48,0,2,1749
3828,58,170,62,0,4,2670
3829,33,213,117,1,3,3530
3830,58,207,44,0,2,2080
3831,29,159,102,1,2,2724
3832,30,194,82,1,2,2599
3833,37,202,109,1,2,2977
3834,38,199,50,0,4,2845
3835,41,150,105,1,4,3240
3836,27,187,53,1,4,2660
3837,44,198,42,1,4,2391
3838,33,203,99,0,0,2641
3839,46,206,70,1,1,2109
3840,26,142,72,0,3,2737
3841,58,153,111,1,1,2333
3842,30,189,92,0,2,3189
3843,37,201,46,1,0,1602
3844,25,191,120,1,1,2805
3845,55,138,104,1,1,2198
3846,37,211,116,0,4,4645
3847,59,175,38,0,4,2094
3848,51,137,53,0,0,1399
3849,47,211,75,0,0,2206
3850,58,154,87,0,1,2287
3851,40,176,54,1,2,2044
3852,25,143,46,0,0,1498
3853,56,178,84,1,2,2376
3854,23,181,87,1,2,2655
3855,19,167,90,0,4,3776
3856,25,147,96,1,4,3196
3857,58,141,98,0,0,2098
3858,55,154,98,0,0,2193
3859,45,194,59,1,2,2168
3860,44,143,86,0,2,2599
3861,19,155,81,1,4,3029
3862,21,184,36,0,4,2535
3863,57,172,52,0,0,1544
3864,52,205,100,0,1,2910
3865,53,168,89,0,2,2768
3866,24,142,111,1,0,2172
3867,23,200,51,1,4,2734
3868,41,203,73,0,4,3434
3869,40,193,74,0,0,2134
3870,54,182,40,1,4,2180
3871,29,209,69,0,3,3193
3872,43,179,52,1,4,2463
3873,20,178,112,1,0,2337
3874,25,208,97,0,3,3871
3875,55,151,57,1,1,1655
3876,51,181,85,0,2,2799
3877,40,199,108,0,0,2715
3878,26,134,105,1,3,2968
3879,19,143,117,1,1,2599
3880,36,193,62,1,4,2779
3881,51,146,61,1,1,1709
3882,22,162,107,1,2,2857
3883,43,211,67,0,0,2105
3884,47,192,113,0,0,2708
3885,53,136,43,1,1,1425
3886,47,167,83,1,1,2102
3887,59,209,72,0,4,3269
3888,34,159,79,0,2,2660
3889,50,162,41,0,2,1753
3890,54,204,91,0,1,2722
3891,49,153,52,1,1,1636
3892,19,173,118,0,3,4125
3893,23,142,89,0,4,3480
3894,55,171,115,0,3,3687
3895,28,176,48,0,4,2692
3896,51,158,112,0,2,3189
3897,53,209,80,1,3,2769
3898,48,161,83,0,1,2338
3899,31,155,52,0,3,2333
3900,57,166,59,0,4,2568
3901,38,177,78,1,0,1863
3902,53,198,43,0,0,1576
3903,58,202,80,0,0,2160
3904,37,206,70,0,0,2165
3905,52,137,115,1,3,2950
3906,55,169,92,1,0,1900
3907,50,205,96,1,1,2411
3908,37,197,86,1,3,2920
3909,21,156,92,1,2,2620
3910,27,158,49,1,2,1973
3911,51,178,67,1,2,2166
3912,40,177,77,1,4,2916
3913,32,196,95,0,0,2544
3914,46,186,88,1,3,2826
3915,38,213,115,0,2,3774
3916,21,172,114,1,1,2672
3917,46,184,114,1,4,3557
3918,49,210,40,0,3,2335
3919,46,212,64,0,0,2042
3920,27,166,38,1,2,1854
3921,57,144,115,0,2,3094
3922,29,146,70,1,4,2701
3923,53,190,99,1,1,2367
3924,31,148,99,1,1,2320
3925,36,157,63,0,4,2814
3926,48,149,108,1,2,2635
3927,22,179,57,0,1,2180
3928,60,151,49,0,3,1947
3929,38,206,100,1,0,2215
3930,57,212,110,1,0,2249
3931,48,204,53,1,0,1634
3932,42,168,49,0,2,2034
3933,40,208,64,1,1,2077
3934,21,189,117,1,4,3845
3935,51,186,38,1,1,1587
3936,45,154,42,0,3,1957
3937,56,195,80,0,3,3067
3938,53,176,88,0,1,2490
3939,54,197,65,0,4,3036
3940,46,213,48,0,1,2052
3941,25,193,95,1,4,3449
3942,57,140,49,1,4,2066
3943,41,153,103,1,2,2629
3944,25,147,45,0,1,1725
3945,48,148,110,0,2,3099
3946,23,144,69,1,4,2721
3947,51,171,68,0,4,2907
3948,26,135,60,0,2,2158
3949,46,157,46,0,0,1436
3950,52,168,36,0,1,1487
3951,43,197,92,1,1,2368
3952,52,138,101,1,4,3009
3953,18,203,58,0,3,2997
3954,29,163,35,1,1,1582
3955,57,186,75,0,3,2867
3956,25,201,44,0,3,2588
3957,47,135,117,0,0,2444
3958,37,203,108,1,1,2633
3959,24,201,42,0,0,1775
3960,24,193,57,1,1,2019
3961,30,196,55,1,1,1971
3962,19,152,48,0,0,1623
3963,49,143,107,0,0,2315
3964,34,168,60,0,0,1806
3965,33,185,92,1,0,2074
3966,23,142,118,0,3,3829
3967,24,148,101,1,3,2994
3968,40,150,59,1,2,1991
3969,40,200,57,1,4,2700
3970,56,175,50,0,2,1984
3971,34,168,89,0,2,2935
3972,26,200,93,0,0,2575
3973,20,162,99,1,0,2133
3974,58,181,73,1,1,1969
3975,44,146,53,0,2,1936
3976,53,166,40,0,2,1735
3977,36,177,82,1,0,1917
3978,45,213,61,0,3,2884
3979,22,145,102,1,0,2093
3980,30,179,120,0,1,3278
3981,56,170,110,0,3,3553
3982,59,146,71,0,1,1932
3983,44,143,107,1,0,2027
3984,51,206,120,0,2,3712
3985,18,211,64,1,2,2503
3986,26,143,74,0,3,2791
3987,41,212,104,0,0,2719
3988,57,171,96,1,1,2225
3989,34,174,100,1,4,3351
3990,45,173,57,1,1,1809
3991,42,177,95,0,2,3056
3992,41,203,67,0,4,3282
3993,58,179,85,0,4,3338
3994,34,188,59,0,0,1905
3995,48,176,45,0,3,2179
3996,30,188,62,0,4,3136
3997,41,173,83,0,4,3415
3998,43,151,101,1,0,1995
3999,42,193,114,1,0,2301
4000,59,205,110,0,3,3813
4001,51,169,62,0,2,2232
4002,37,150,41,1,1,1555
4003,37,180,97,0,2,3164
4004,22,188,48,0,1,2074
4005,22,160,81,1,2,2475
4006,54,164,103,0,1,2679
4007,27,186,63,1,1,2048
4008,46,198,79,1,0,1910
4009,51,150,83,0,0,1956
4010,46,188,53,0,0,1727
4011,58,203,81,0,3,3136
4012,49,141,45,0,3,1879
4013,19,142,82,1,0,1876
4014,43,189,41,1,1,1685
4015,29,206,49,1,1,1943
4016,53,202,39,0,3,2206
4017,47,208,46,1,3,2266
4018,43,163,56,1,4,2439
4019,25,150,103,0,0,2455
4020,27,157,99,0,1,2770
4021,51,148,84,0,1,2247
4022,26,175,58,0,2,2414
4023,36,172,36,0,3,2055
4024,32,181,114,0,2,3568
4025,50,180,115,0,4,4197
4026,59,158,94,0,4,3364
4027,25,163,56,0,3,2551
4028,31,144,45,0,4,2291
4029,30,189,85,1,1,2322
4030,26,158,46,0,1,1808
4031,27,156,79,0,1,2395
4032,27,202,49,0,1,2146
4033,31,186,113,0,0,2782
4034,42,194,102,1,3,3122
4035,50,152,40,0,0,1283
4036,43,139,44,0,1,1513
4037,38,153,86,0,3,3034
4038,35,161,48,1,3,2136
4039,38,163,76,1,0,1788
4040,35,187,116,1,4,3701
4041,32,196,94,1,1,2455
4042,55,164,112,0,2,3198
4043,50,179,90,1,4,3073
4044,58,175,64,1,3,2294
4045,52,181,45,1,2,1858
4046,28,167,51,1,3,2268
4047,53,174,64,0,3,2552
4048,52,181,65,1,3,2387
4049,19,166,62,1,0,1743
4050,59,204,111,1,2,2868
4051,18,185,57,1,1,2021
4052,52,169,70,0,2,2390
4053,56,179,105,1,0,2076
4054,46,211,74,1,1,2181
4055,48,191,119,0,4,4420
4056,19,209,100,0,3,4007
4057,53,150,52,1,0,1396
4058,18,182,51,0,0,1851
4059,34,176,72,1,1,2078
4060,48,142,104,1,3,2831
4061,30,184,38,1,1,1703
4062,36,146,104,1,0,2046
4063,40,158,47,0,0,1499
4064,40,156,87,1,3,2694
4065,21,189,45,1,1,1867
4066,52,136,55,1,4,2189
4067,30,151,85,1,1,2160
4068,27,144,85,0,4,3353
4069,50,145,108,1,4,3190
4070,18,200,111,1,2,3124
4071,58,184,43,1,1,1600
4072,37,150,35,0,0,1280
4073,28,187,92,1,0,2107
4074,47,171,52,0,4,2543
4075,47,187,92,1,2,2594
4076,25,191,109,1,0,2326
4077,55,163,96,0,1,2536
4078,32,195,37,0,1,1840
4079,50,176,55,1,0,1541
4080,30,162,100,1,3,3008
4081,34,154,94,1,2,2552
4082,29,204,115,1,2,3127
4083,29,165,54,1,3,2298
4084,26,177,74,0,3,3073
4085,20,166,111,0,1,3105
4086,22,213,101,0,3,4034
4087,24,210,60,1,4,2943
4088,60,172,85,1,1,2071
4089,37,210,79,1,0,2002
4090,23,148,41,0,1,1673
4091,32,191,77,1,2,2499
4092,26,199,51,0,2,2447
4093,19,196,106,0,1,3219
4094,36,173,114,1,2,2916
4095,37,190,88,1,3,2914
4096,29,158,61,1,4,2613
4097,28,181,36,0,3,2208
4098,21,164,110,0,4,4236
4099,59,181,74,0,4,3065
4100,47,139,81,1,4,2705
4101,29,165,76,1,1,2111
4102,47,207,117,1,0,2360
4103,54,156,90,0,1,2387
4104,41,146,38,0,4,2024
4105,22,158,99,0,3,3532
4106,27,189,79,1,1,2264
4107,39,193,108,1,2,2906
4108,21,149,80,1,3,2687
4109,49,162,91,1,4,2999
4110,60,137,85,1,1,1922
4111,22,200,104,1,4,3673
4112,47,153,59,1,1,1737
4113,51,160,68,0,4,2807
4114,46,171,99,0,2,3059
4115,49,184,59,0,3,2559
4116,53,138,54,1,2,1774
4117,29,208,41,0,1,2022
4118,57,163,60,0,0,1620
4119,43,175,101,1,0,2085
4120,18,173,60,0,4,3078
4121,26,191,116,1,1,2749
4122,39,164,108,0,4,3991
4123,47,151,48,1,0,1386
4124,55,178,60,1,0,1578
4125,46,207,92,0,4,3900
4126,33,204,97,0,1,2996
4127,51,138,98,1,1,2145
4128,18,213,71,0,1,2694
4129,45,134,105,0,0,2259
4130,53,163,98,1,0,1955
4131,56,188,83,1,1,2138
4132,19,151,60,1,0,1665
4133,40,213,80,0,4,3714
4134,26,158,107,1,1,2494
4135,55,170,67,1,1,1864
4136,21,139,69,0,3,2692
4137,54,211,119,1,0,2361
4138,40,141,96,1,2,2478
4139,46,192,56,1,2,2109
4140,24,165,78,1,0,1891
4141,53,166,77,0,3,2787
4142,47,213,43,0,3,2449
4143,23,158,113,0,1,3066
4144,40,189,86,1,1,2275
4145,30,164,81,0,3,3088
4146,60,144,109,0,2,2943
4147,46,149,105,1,1,2311
4148,50,162,66,1,4,2552
4149,20,174,57,0,2,2438
4150,23,178,86,0,3,3388
4151,22,170,83,1,4,3128
4152,49,185,96,1,4,3222
4153,21,202,108,1,1,2724
4154,25,170,70,0,2,2635
4155,44,210,86,1,0,2043
4156,41,203,51,1,2,2124
4157,50,202,73,0,3,3022
4158,27,175,36,1,0,1446
4159,37,139,95,1,0,1915
4160,34,143,60,0,4,2632
4161,56,203,95,0,2,3126
4162,39,147,96,1,1,2230
4163,45,190,113,0,1,3105
4164,26,179,56,1,4,2674
4165,46,173,51,1,1,1726
4166,42,200,45,1,0,1561
4167,54,145,95,0,3,3019
4168,24,146,35,1,2,1735
4169,18,159,73,0,1,2374
4170,22,194,54,0,1,2224
4171,36,142,112,0,2,3202
4172,19,205,119,1,2,3256
4173,24,144,43,0,1,1676
4174,37,177,112,1,1,2573
4175,52,167,36,1,0,1287
4176,27,155,75,0,3,2904
4177,40,168,44,1,0,1442
4178,25,149,55,1,0,1571
4179,38,203,107,0,0,2736
4180,30,194,73,1,3,2749
4181,38,164,41,0,1,1662
4182,41,145,64,1,1,1802
4183,37,203,59,0,4,3121
4184,30,186,64,0,0,2001
4185,19,141,111,0,3,3698
4186,35,141,88,0,0,2094
4187,45,183,79,0,4,3362
4188,45,178,55,1,4,2494
4189,60,167,98,0,1,2560
4190,47,154,89,0,0,2103
4191,27,138,92,0,4,3476
4192,25,142,107,0,2,3195
4193,51,205,75,0,1,2457
4194,26,164,99,1,3,3033
4195,56,180,117,0,0,2642
4196,41,204,81,1,2,2559
4197,30,213,89,0,4,4051
4198,39,169,48,0,3,2278
4199,52,183,54,0,0,1673
4200,47,158,90,1,1,2152
4201,47,179,46,1,1,1682
4202,39,164,93,1,1,2264
4203,52,207,61,1,0,1713
4204,50,207,114,1,2,2986
4205,46,137,107,0,3,3308
4206,22,166,110,0,4,4244
4207,30,179,64,1,2,2269
4208,60,177,82,1,3,2577
4209,27,156,38,1,4,2214
4210,56,154,119,1,1,2451
4211,53,173,75,1,3,2497
4212,21,159,93,0,2,3066
4213,31,139,47,0,2,1874
4214,38,151,93,0,0,2211
4215,42,191,77,0,0,2157
4216,46,151,68,0,0,1755
4217,30,137,62,0,0,1687
4218,18,166,53,1,3,2370
4219,58,134,86,0,2,2409
4220,25,205,48,1,1,1950
4221,54,191,90,0,2,2951
4222,54,178,65,0,0,1808
4223,19,177,94,0,0,2507
4224,47,201,109,1,4,3561
4225,53,191,106,1,2,2774
4226,51,184,105,0,4,3968
4227,44,205,115,0,1,3249
4228,40,190,53,1,1,1860
4229,56,168,93,0,4,3462
4230,44,181,42,0,3,2190
4231,42,157,42,1,4,2166
4232,51,153,111,0,1,2777
4233,60,199,70,1,3,2503
4234,41,195,42,0,4,2572
4235,42,208,72,0,3,3126
4236,50,202,68,1,1,2042
4237,41,199,77,1,0,1918
4238,49,147,51,1,3,2005
4239,18,136,112,1,3,3150
4240,55,200,37,1,1,1610
4241,60,159,62,0,4,2548
4242,26,204,81,1,1,2359
4243,48,195,47,0,1,1899
4244,54,187,92,1,2,2547
4245,32,154,73,1,0,1753
4246,58,164,54,0,4,2412
4247,32,174,58,0,2,2354
4248,38,194,73,0,1,2449
4249,32,200,58,1,2,2270
4250,23,155,86,1,3,2800
4251,45,164,113,0,3,3680
4252,39,149,68,0,4,2836
4253,49,196,107,0,2,3385
4254,28,177,38,0,0,1545
4255,37,191,106,1,2,2881
4256,27,185,67,1,3,2627
4257,49,158,47,1,4,2203
4258,20,160,108,1,0,2226
4259,41,196,39,0,2,2043
4260,32,206,90,0,0,2521
4261,54,207,111,0,1,3110
4262,32,207,44,0,3,2569
4263,56,152,39,1,3,1788
4264,44,179,103,1,1,2425
4265,38,164,53,0,1,1883
4266,25,203,82,1,2,2676
4267,57,195,77,0,3,2987
4268,21,159,114,0,3,3897
4269,25,166,80,1,0,1912
4270,20,157,58,1,2,2144
4271,18,204,82,0,3,3559
4272,51,166,116,1,4,3445
4273,24,203,55,0,2,2577
4274,21,171,40,0,2,2054
4275,58,164,71,0,3,2582
4276,41,146,112,0,0,2468
4277,42,176,117,0,3,3901
4278,54,136,42,1,1,1407
4279,44,176,61,1,1,1878
4280,49,141,60,0,2,2000
4281,48,193,102,1,0,2137
4282,38,182,51,1,0,1582
4283,35,198,102,0,3,3805
4284,48,162,106,1,1,2367
4285,49,149,89,0,2,2662
4286,28,152,52,1,4,2428
4287,60,203,55,0,2,2261
4288,31,165,65,0,4,2992
4289,42,170,109,1,1,2475
4290,49,144,103,0,4,3574
4291,60,191,59,0,1,2000
4292,49,146,95,0,1,2452
4293,34,141,90,0,0,2133
4294,20,146,115,1,3,3237
4295,40,209,54,1,3,2451
4296,40,139,90,1,3,2651
4297,52,154,107,1,3,2913
4298,31,207,71,0,2,2878
4299,39,172,102,1,3,3026
4300,22,195,86,1,3,3021
4301,37,160,66,0,2,2372
4302,33,212,79,1,3,2918
4303,38,163,51,0,2,2074
4304,53,156,120,0,0,2572
4305,54,155,65,0,0,1675
4306,20,148,47,1,1,1724
4307,48,136,99,0,3,3096
4308,21,188,51,1,4,2680
4309,31,158,107,0,0,2524
4310,57,179,88,0,2,2794
4311,21,161,63,0,4,3013
4312,49,138,63,0,3,2270
4313,41,199,93,1,3,3012
4314,21,137,109,0,2,3234
4315,59,212,107,1,0,2205
4316,43,183,42,1,1,1672
4317,39,172,109,0,2,3336
4318,21,162,45,1,1,1752
4319,55,152,37,0,1,1376
4320,28,154,78,0,4,3255
4321,49,138,88,1,1,2030
4322,54,140,116,1,0,2064
4323,45,212,112,0,0,2820
4324,59,188,68,0,0,1879
4325,26,186,82,1,2,2587
4326,31,143,99,0,4,3657
4327,20,174,84,0,2,2999
4328,47,179,111,0,3,3739
4329,45,194,100,1,0,2134
4330,23,197,63,1,2,2388
4331,27,173,113,1,4,3631
4332,41,138,83,1,0,1758
4333,39,141,50,1,2,1825
4334,37,184,119,1,3,3377
4335,21,180,84,0,4,3720
4336,51,135,46,0,1,1461
4337,29,178,49,1,2,2056
4338,48,171,86,1,2,2425
4339,32,135,78,1,3,2498
4340,51,213,67,0,2,2663
4341,40,203,62,1,2,2288
4342,43,191,43,0,2,2072
4343,24,153,45,1,1,1696
4344,34,211,91,1,0,2154
4345,45,164,74,1,4,2745
4346,47,140,85,0,2,2529
4347,39,184,85,1,4,3106
4348,19,187,58,0,2,2565
4349,19,198,108,0,1,3269
4350,38,153,64,1,0,1618
4351,42,199,109,1,0,2268
4352,20,193,82,1,2,2661
4353,23,146,87,1,4,3049
4354,19,201,111,1,4,3827
4355,34,208,60,1,4,2849
4356,41,172,98,1,0,2050
4357,27,137,103,1,4,3244
4358,33,156,74,1,1,2024
4359,52,172,49,1,4,2295
4360,36,204,56,0,4,3065
4361,28,190,51,1,4,2634
4362,44,149,35,1,4,1980
4363,49,186,44,0,1,1776
4364,52,146,70,1,3,2280
4365,31,135,80,0,4,3100
4366,38,211,104,1,3,3274
4367,25,166,103,1,4,3431
4368,33,135,57,0,1,1804
4369,56,185,40,1,4,2181
4370,24,185,89,1,1,2392
4371,40,145,84,1,0,1800
4372,34,169,41,1,1,1654
4373,57,211,114,0,3,3975
4374,26,147,112,0,2,3327
4375,22,205,91,1,1,2514
4376,35,175,107,1,0,2193
4377,33,185,113,0,3,3972
4378,54,177,116,0,3,3769
4379,21,145,107,0,2,3252
4380,46,152,111,1,3,3011
4381,19,200,70,0,0,2253
4382,20,193,89,0,4,3977
4383,27,150,108,1,0,2152
4384,23,192,43,1,2,2077
4385,58,156,76,1,1,1900
4386,51,168,92,0,0,2205
4387,26,140,46,1,3,2059
4388,35,162,44,1,1,1656
4389,47,145,109,0,1,2719
4390,20,197,62,0,1,2407
4391,23,172,103,1,4,3483
4392,20,172,50,1,4,2576
4393,39,148,119,0,4,4125
4394,24,162,45,0,4,2531
4395,21,153,69,0,1,2238
4396,59,183,73,0,1,2213
4397,22,177,110,0,4,4344
4398,21,135,117,1,1,2553
4399,21,139,118,1,2,2911
4400,39,141,96,0,0,2195
4401,35,211,49,1,3,2419
4402,20,192,107,0,0,2795
4403,43,161,41,0,0,1399
4404,60,191,54,1,3,2206
4405,49,159,90,1,1,2145
4406,54,202,47,0,0,1657
4407,19,212,93,1,1,2587
4408,35,188,51,1,1,1856
4409,42,210,73,1,2,2466
4410,47,172,58,0,4,2705
4411,55,139,81,0,1,2101
4412,48,200,38,1,4,2300
4413,44,163,107,0,3,3543
4414,46,188,81,0,3,3130
4415,40,177,46,1,2,1934
4416,27,168,73,0,1,2364
4417,38,207,70,1,0,1885
4418,35,203,74,1,3,2775
4419,32,183,78,1,3,2755
4420,31,156,54,1,2,2008
4421,46,172,104,1,2,2701
4422,58,157,53,0,2,1894
4423,25,199,107,1,1,2674
4424,54,164,85,0,0,2049
